compare_key,local_slug,live_slug,status,local_file,live_url,local_title,live_title,local_date,live_date,local_category,live_category,local_scripture,live_scripture,local_description,live_description,local_body_length,live_body_length,note
2025-12-21-以弗所书-5-1-2最伟大的礼物,2025-12-21-以弗所书-5-1-2｜最伟大的礼物,2025-12-21-以弗所书-5-1-2最伟大的礼物,same,src/content/posts/2025-12-21-以弗所书-5-1-2｜最伟大的礼物.md,https://ronniecross.com/posts/2025-12-21-以弗所书-5-1-2最伟大的礼物/,以弗所书 5:1-2｜最伟大的礼物,以弗所书 5:1-2｜最伟大的礼物,2025-12-21,2025-12-21,教会讲道,教会讲道,以弗所书 5:1-2,以弗所书 5:1-2,20251221-中文P 以弗所书 5:1–2 —— 最伟大的礼物 大家早上好，欢迎来到我们的圣诞崇拜！感谢短剧团队为我们呈现圣诞故事。创造万有的上帝，竟然因为,20251221-中文P 以弗所书 5:1–2 —— 最伟大的礼物 大家早上好，欢迎来到我们的圣诞崇拜！感谢短剧团队为我们呈现圣诞故事。创造万有的上帝，竟然因为,3345,3345,
2025-12-26-哥林多后书-12-7-10-保罗身上的刺-在软弱中经历够用的恩典,2025-12-26-哥林多后书-12-7-10-保罗身上的刺-在软弱中经历够用的恩典,2025-12-26-哥林多后书-12-7-10-保罗身上的刺-在软弱中经历够用的恩典,same,src/content/posts/2025-12-26-哥林多后书-12-7-10-保罗身上的刺-在软弱中经历够用的恩典.md,https://ronniecross.com/posts/2025-12-26-哥林多后书-12-7-10-保罗身上的刺-在软弱中经历够用的恩典/,哥林多后书 12:7-10｜保罗身上的刺：在软弱中经历够用的恩典,哥林多后书 12:7-10｜保罗身上的刺：在软弱中经历够用的恩典,2025-12-26,2025-12-26,灵命成长,灵命成长,哥林多后书 12:7-10,哥林多后书 12:7-10,"保罗的刺 今天我们聚焦圣经中一个延续两千年的疑问,使徒保罗口中那根刺究竟是什么? 作为影响深远的传教士,保罗曾三次向神恳切祈求,希望除去这折磨他的痛苦,却始终得到否定的回应。 这个","保罗的刺 今天我们聚焦圣经中一个延续两千年的疑问,使徒保罗口中那根刺究竟是什么? 作为影响深远的传教士,保罗曾三次向神恳切祈求,希望除去这折磨他的痛苦,却始终得到否定的回应。 这个",8629,8629,
2026-01-04-约翰福音-8-31-36真正的自由,2026-01-04-约翰福音-8-31-36｜真正的自由,2026-01-04-约翰福音-8-31-36真正的自由,same,src/content/posts/2026-01-04-约翰福音-8-31-36｜真正的自由.md,https://ronniecross.com/posts/2026-01-04-约翰福音-8-31-36真正的自由/,约翰福音 8:31-36｜真正的自由,约翰福音 8:31-36｜真正的自由,2026-01-04,2026-01-04,教会讲道,教会讲道,约翰福音 8:31-36,约翰福音 8:31-36,20260104-中文P 约翰福音 8：31–36 真正的自由 大家早安，再一次祝大家新年快乐！ 在我们展望新的一年之际，今天我想和大家分享我们 2026 年的,20260104-中文P 约翰福音 8：31–36 真正的自由 大家早安，再一次祝大家新年快乐！ 在我们展望新的一年之际，今天我想和大家分享我们 2026 年的,5332,5332,
2026-01-11-罗马书-1-1-7罗马书导论,2026-01-11-罗马书-1-1-7｜罗马书导论,2026-01-11-罗马书-1-1-7罗马书导论,same,src/content/posts/2026-01-11-罗马书-1-1-7｜罗马书导论.md,https://ronniecross.com/posts/2026-01-11-罗马书-1-1-7罗马书导论/,罗马书 1:1-7｜罗马书导论,罗马书 1:1-7｜罗马书导论,2026-01-11,2026-01-11,教会讲道,教会讲道,罗马书 1:1-7,罗马书 1:1-7,20260111-中文P 罗马书 1：1–7 罗马书导论 大家早上好。今天我非常兴奋地开始我们关于《罗马书》的新系列讲道。我预计这个系列会一直持续到初夏，当然也,20260111-中文P 罗马书 1：1–7 罗马书导论 大家早上好。今天我非常兴奋地开始我们关于《罗马书》的新系列讲道。我预计这个系列会一直持续到初夏，当然也,5155,5155,
2026-01-18-罗马书-1-16-32经文讲解,2026-01-18-罗马书-1-16-32｜经文讲解,2026-01-18-罗马书-1-16-32经文讲解,same,src/content/posts/2026-01-18-罗马书-1-16-32｜经文讲解.md,https://ronniecross.com/posts/2026-01-18-罗马书-1-16-32经文讲解/,罗马书 1:16-32｜经文讲解,罗马书 1:16-32｜经文讲解,2026-01-18,2026-01-18,教会讲道,教会讲道,罗马书 1:16-32,罗马书 1:16-32,20260118-中文P 罗马书 1：16–32 大家早上好！今天我们继续《罗马书》的系列讲道——《神的福音》。 什么是这好消息？它应当如何影响我们的生命？这正,20260118-中文P 罗马书 1：16–32 大家早上好！今天我们继续《罗马书》的系列讲道——《神的福音》。 什么是这好消息？它应当如何影响我们的生命？这正,5737,5737,
2026-01-24-创世记-14-13-32-28-希伯来人以色列人与犹太人-名称与历史脉络,2026-01-24-创世记-14-13-32-28-希伯来人、以色列人与犹太人-名称与历史脉络,2026-01-24-创世记-14-13-32-28-希伯来人以色列人与犹太人-名称与历史脉络,same,src/content/posts/2026-01-24-创世记-14-13-32-28-希伯来人、以色列人与犹太人-名称与历史脉络.md,https://ronniecross.com/posts/2026-01-24-创世记-14-13-32-28-希伯来人以色列人与犹太人-名称与历史脉络/,创世记 14:13；32:28｜希伯来人、以色列人与犹太人：名称与历史脉络,创世记 14:13；32:28｜希伯来人、以色列人与犹太人：名称与历史脉络,2026-01-24,2026-01-24,灵命成长,灵命成长,创世记 14:13；32:28,创世记 14:13；32:28,"希伯来人,以色列人和犹太人 今天我们来一起了解一下希伯来人,以色列人和犹太人。这三个词贯穿了整本圣经,有时候看起来好像能互换着用,有时候却又带着特别具体的含义。 说实话,如今大多数","希伯来人,以色列人和犹太人 今天我们来一起了解一下希伯来人,以色列人和犹太人。这三个词贯穿了整本圣经,有时候看起来好像能互换着用,有时候却又带着特别具体的含义。 说实话,如今大多数",8882,8882,
2026-01-25-罗马书-2自以为义的人被定罪,2026-01-25-罗马书-2｜自以为义的人被定罪,2026-01-25-罗马书-2自以为义的人被定罪,same,src/content/posts/2026-01-25-罗马书-2｜自以为义的人被定罪.md,https://ronniecross.com/posts/2026-01-25-罗马书-2自以为义的人被定罪/,罗马书 2｜自以为义的人被定罪,罗马书 2｜自以为义的人被定罪,2026-01-25,2026-01-25,教会讲道,教会讲道,罗马书 2,罗马书 2,20260125-中文P 罗马书第二章：自以为义的人被定罪 大家早安！今天我们在“罗马书：神的福音”这一系列中，继续来看《罗马书》第二章。上周我们提到，罗马书前,20260125-中文P 罗马书第二章：自以为义的人被定罪 大家早安！今天我们在“罗马书：神的福音”这一系列中，继续来看《罗马书》第二章。上周我们提到，罗马书前,6217,6217,
2026-02-01-罗马书-3-1-20经文讲解,2026-02-01-罗马书-3-1-20｜经文讲解,2026-02-01-罗马书-3-1-20经文讲解,same,src/content/posts/2026-02-01-罗马书-3-1-20｜经文讲解.md,https://ronniecross.com/posts/2026-02-01-罗马书-3-1-20经文讲解/,罗马书 3:1-20｜经文讲解,罗马书 3:1-20｜经文讲解,2026-02-01,2026-02-01,教会讲道,教会讲道,罗马书 3:1-20,罗马书 3:1-20,20260201-中文P 罗马书3：1–20 大家早安！今天我继续《罗马书》的系列，来谈论神的福音。 还记得吗？我们目前正处在“博物馆展厅”的第一展厅（罗马书 ,20260201-中文P 罗马书3：1–20 大家早安！今天我继续《罗马书》的系列，来谈论神的福音。 还记得吗？我们目前正处在“博物馆展厅”的第一展厅（罗马书 ,6831,6831,
2026-02-08-罗马书-3-21-31因信称义,2026-02-08-罗马书-3-21-31｜因信称义,2026-02-08-罗马书-3-21-31因信称义,same,src/content/posts/2026-02-08-罗马书-3-21-31｜因信称义.md,https://ronniecross.com/posts/2026-02-08-罗马书-3-21-31因信称义/,罗马书 3:21-31｜因信称义,罗马书 3:21-31｜因信称义,2026-02-08,2026-02-08,教会讲道,教会讲道,罗马书 3:21-31,罗马书 3:21-31,20260208-中文P 罗马书 3：21–31｜因信称义 大家早安！今天我们继续《罗马书》的系列，一同探讨福音信息的支柱。那么，这些支柱是什么呢？我们之前说过,20260208-中文P 罗马书 3：21–31｜因信称义 大家早安！今天我们继续《罗马书》的系列，一同探讨福音信息的支柱。那么，这些支柱是什么呢？我们之前说过,5830,5830,
2026-02-15-罗马书-4像亚伯拉罕一样的信心,2026-02-15-罗马书-4｜像亚伯拉罕一样的信心,2026-02-15-罗马书-4像亚伯拉罕一样的信心,same,src/content/posts/2026-02-15-罗马书-4｜像亚伯拉罕一样的信心.md,https://ronniecross.com/posts/2026-02-15-罗马书-4像亚伯拉罕一样的信心/,罗马书 4｜像亚伯拉罕一样的信心,罗马书 4｜像亚伯拉罕一样的信心,2026-02-15,2026-02-15,教会讲道,教会讲道,罗马书 4,罗马书 4,20260215-中文P 罗马书第4章：像亚伯拉罕一样的信心 大家早安。今天我们继续查考《罗马书》系列，来到第4章。[幻灯片] 上周我们进入了关于“神的福音”这,20260215-中文P 罗马书第4章：像亚伯拉罕一样的信心 大家早安。今天我们继续查考《罗马书》系列，来到第4章。[幻灯片] 上周我们进入了关于“神的福音”这,5033,5033,
2026-02-21-路加福音-15-25-32-大儿子的比喻-隐藏在顺服外表下的疏离,2026-02-21-路加福音-15-25-32-大儿子的比喻-隐藏在顺服外表下的疏离,2026-02-21-路加福音-15-25-32-大儿子的比喻-隐藏在顺服外表下的疏离,same,src/content/posts/2026-02-21-路加福音-15-25-32-大儿子的比喻-隐藏在顺服外表下的疏离.md,https://ronniecross.com/posts/2026-02-21-路加福音-15-25-32-大儿子的比喻-隐藏在顺服外表下的疏离/,路加福音 15:25-32｜大儿子的比喻：隐藏在顺服外表下的疏离,路加福音 15:25-32｜大儿子的比喻：隐藏在顺服外表下的疏离,2026-02-21,2026-02-21,灵命成长,灵命成长,路加福音 15:25-32,路加福音 15:25-32,"大儿子的比喻 大家一定听说过浪子回头的比喻。 但是大多数人只聚焦于挥霍家产,沦落猪圈后悔改的小儿子。 将其视为罪人归正的典型,却忽略了耶稣讲述这个比喻的原始场景与真正目标。 耶稣讲","大儿子的比喻 大家一定听说过浪子回头的比喻。 但是大多数人只聚焦于挥霍家产,沦落猪圈后悔改的小儿子。 将其视为罪人归正的典型,却忽略了耶稣讲述这个比喻的原始场景与真正目标。 耶稣讲",8925,8925,
2026-02-22-罗马书-5-1-11在基督里得以和好,2026-02-22-罗马书-5-1-11｜在基督里得以和好,2026-02-22-罗马书-5-1-11在基督里得以和好,same,src/content/posts/2026-02-22-罗马书-5-1-11｜在基督里得以和好.md,https://ronniecross.com/posts/2026-02-22-罗马书-5-1-11在基督里得以和好/,罗马书 5:1-11｜在基督里得以和好,罗马书 5:1-11｜在基督里得以和好,2026-02-22,2026-02-22,教会讲道,教会讲道,罗马书 5:1-11,罗马书 5:1-11,20260222-中文P 罗马书 5：1-11 在基督里得以和好 大家早安！今天我们继续罗马书系列的信息，来到第五章。我们正进入罗马书博物馆中的一个新展厅——“,20260222-中文P 罗马书 5：1-11 在基督里得以和好 大家早安！今天我们继续罗马书系列的信息，来到第五章。我们正进入罗马书博物馆中的一个新展厅——“,4812,4812,
2026-03-01-罗马书-5-12-21恩典掌权,2026-03-01-罗马书-5-12-21｜恩典掌权,2026-03-01-罗马书-5-12-21恩典掌权,same,src/content/posts/2026-03-01-罗马书-5-12-21｜恩典掌权.md,https://ronniecross.com/posts/2026-03-01-罗马书-5-12-21恩典掌权/,罗马书 5:12-21｜恩典掌权,罗马书 5:12-21｜恩典掌权,2026-03-01,2026-03-01,教会讲道,教会讲道,罗马书 5:12-21,罗马书 5:12-21,20260301-中文P 罗马书 5：12–21 恩典掌权 大家早上好！今天我们继续《罗马书》系列，来看第5章的后半部分。[幻灯片] 在我们的“罗马书——上帝福,20260301-中文P 罗马书 5：12–21 恩典掌权 大家早上好！今天我们继续《罗马书》系列，来看第5章的后半部分。[幻灯片] 在我们的“罗马书——上帝福,4758,4758,
2026-03-08-罗马书-6-1-14向罪死-在基督里活,2026-03-08-罗马书-6-1-14｜向罪死-在基督里活,2026-03-08-罗马书-6-1-14向罪死-在基督里活,same,src/content/posts/2026-03-08-罗马书-6-1-14｜向罪死-在基督里活.md,https://ronniecross.com/posts/2026-03-08-罗马书-6-1-14向罪死-在基督里活/,罗马书 6:1-14｜向罪死，在基督里活,罗马书 6:1-14｜向罪死，在基督里活,2026-03-08,2026-03-08,教会讲道,教会讲道,罗马书 6:1-14,罗马书 6:1-14,20260308-中文P 罗马书 6：1–14 向罪死，在基督里活 大家早上好！今天我们继续《罗马书》系列的信息，进入第六章。到目前为止，我们一直在谈福音的几个,20260308-中文P 罗马书 6：1–14 向罪死，在基督里活 大家早上好！今天我们继续《罗马书》系列的信息，进入第六章。到目前为止，我们一直在谈福音的几个,5186,5186,
2026-03-15-罗马书-6-15-23在恩典之下,2026-03-15-罗马书-6-15-23｜在恩典之下,2026-03-15-罗马书-6-15-23在恩典之下,same,src/content/posts/2026-03-15-罗马书-6-15-23｜在恩典之下.md,https://ronniecross.com/posts/2026-03-15-罗马书-6-15-23在恩典之下/,罗马书 6:15-23｜在恩典之下,罗马书 6:15-23｜在恩典之下,2026-03-15,2026-03-15,教会讲道,教会讲道,罗马书 6:15-23,罗马书 6:15-23,20260315-中文P 罗马书 6:15–23 在恩典之下 大家早上好！我们正在进行一系列关于《罗马书》的讲道，探索福音信息的根基。[幻灯片] 今天我们仍然在,20260315-中文P 罗马书 6:15–23 在恩典之下 大家早上好！我们正在进行一系列关于《罗马书》的讲道，探索福音信息的根基。[幻灯片] 今天我们仍然在,6153,6153,
2026-03-21-马太福音-25-1-13-十个童女的比喻-警醒预备等候主,2026-03-21-马太福音-25-1-13-十个童女的比喻-警醒预备等候主,2026-03-21-马太福音-25-1-13-十个童女的比喻-警醒预备等候主,same,src/content/posts/2026-03-21-马太福音-25-1-13-十个童女的比喻-警醒预备等候主.md,https://ronniecross.com/posts/2026-03-21-马太福音-25-1-13-十个童女的比喻-警醒预备等候主/,马太福音 25:1-13｜十个童女的比喻：警醒预备等候主,马太福音 25:1-13｜十个童女的比喻：警醒预备等候主,2026-03-21,2026-03-21,灵命成长,灵命成长,马太福音 25:1-13,马太福音 25:1-13,"聪明的童女 今天我们要一起学习十个童女的比喻。马太福音25:1-13 这个比喻也经常让一些人疑惑,聪明的童女明明见死不救,拒绝把油分给愚拙的同伴,最终却被接纳进入婚宴,反而被视为聪","聪明的童女 今天我们要一起学习十个童女的比喻。马太福音25:1-13 这个比喻也经常让一些人疑惑,聪明的童女明明见死不救,拒绝把油分给愚拙的同伴,最终却被接纳进入婚宴,反而被视为聪",8039,8039,
2026-03-22-罗马书-7-14-20经文讲解,2026-03-22-罗马书-7-14-20｜经文讲解,2026-03-22-罗马书-7-14-20经文讲解,same,src/content/posts/2026-03-22-罗马书-7-14-20｜经文讲解.md,https://ronniecross.com/posts/2026-03-22-罗马书-7-14-20经文讲解/,罗马书 7:14-20｜经文讲解,罗马书 7:14-20｜经文讲解,2026-03-22,2026-03-22,教会讲道,教会讲道,罗马书 7:14-20,罗马书 7:14-20,20260322-中文G 罗马书 7:14–20 早安，教会的弟兄姐妹们，很高兴今天早上能和大家在一起，一同进入《罗马书》第7章。 （幻灯片）如果我们把《罗马书,20260322-中文G 罗马书 7:14–20 早安，教会的弟兄姐妹们，很高兴今天早上能和大家在一起，一同进入《罗马书》第7章。 （幻灯片）如果我们把《罗马书,5223,5223,
2026-03-29-马太福音-27-15-26伟大的交换,2026-03-29-马太福音-27-15-26｜伟大的交换,2026-03-29-马太福音-27-15-26伟大的交换,same,src/content/posts/2026-03-29-马太福音-27-15-26｜伟大的交换.md,https://ronniecross.com/posts/2026-03-29-马太福音-27-15-26伟大的交换/,马太福音 27:15-26｜伟大的交换,马太福音 27:15-26｜伟大的交换,2026-03-29,2026-03-29,教会讲道,教会讲道,马太福音 27:15-26,马太福音 27:15-26,20260329-中文P 马太福音 27:15–26｜伟大的交换 大家早上好！今天我们暂时从《罗马书》的系列讲道中停一下，为复活节做预备！为了迎接下周耶稣的复活,20260329-中文P 马太福音 27:15–26｜伟大的交换 大家早上好！今天我们暂时从《罗马书》的系列讲道中停一下，为复活节做预备！为了迎接下周耶稣的复活,4632,4632,
2026-04-05-创世记-48-13-20-雅各交叉双手祝福-神的主权超越人的次序,2026-04-05-创世记-48-13-20-雅各交叉双手祝福-神的主权超越人的次序,2026-04-05-创世记-48-13-20-雅各交叉双手祝福-神的主权超越人的次序,same,src/content/posts/2026-04-05-创世记-48-13-20-雅各交叉双手祝福-神的主权超越人的次序.md,https://ronniecross.com/posts/2026-04-05-创世记-48-13-20-雅各交叉双手祝福-神的主权超越人的次序/,创世记 48:13-20｜雅各交叉双手祝福：神的主权超越人的次序,创世记 48:13-20｜雅各交叉双手祝福：神的主权超越人的次序,2026-04-05,2026-04-05,灵命成长,灵命成长,创世记 48:13-20,创世记 48:13-20,"雅各交叉双手 创世记第48章 今天我们要讨论一个圣经中被忽略的细节,这是一个关于临终祝福的故事,却藏着一个改变人类命运的秘密。大家是否曾有过这样的疑问,为什么在圣经的叙事中,那位全","雅各交叉双手 创世记第48章 今天我们要讨论一个圣经中被忽略的细节,这是一个关于临终祝福的故事,却藏着一个改变人类命运的秘密。大家是否曾有过这样的疑问,为什么在圣经的叙事中,那位全",9983,9983,
2026-04-05-约翰福音-11-25-26耶稣是我们的盼望,2026-04-05-约翰福音-11-25-26｜耶稣是我们的盼望,2026-04-05-约翰福音-11-25-26耶稣是我们的盼望,same,src/content/posts/2026-04-05-约翰福音-11-25-26｜耶稣是我们的盼望.md,https://ronniecross.com/posts/2026-04-05-约翰福音-11-25-26耶稣是我们的盼望/,约翰福音 11:25-26｜耶稣是我们的盼望,约翰福音 11:25-26｜耶稣是我们的盼望,2026-04-05,2026-04-05,教会讲道,教会讲道,约翰福音 11:25-26,约翰福音 11:25-26,20260405-中文P 约翰福音 11:25-26 —— 耶稣是我们的盼望 【预备物品：气球、别针、胶带、签子、油脂】 大家早上好，复活节快乐！ 复活节关乎“,20260405-中文P 约翰福音 11:25-26 —— 耶稣是我们的盼望 【预备物品：气球、别针、胶带、签子、油脂】 大家早上好，复活节快乐！ 复活节关乎“,3283,3283,
2026-04-12-罗马书-8-1-4-12-17被圣灵收养,2026-04-12-罗马书-8-1-4-12-17｜被圣灵收养,2026-04-12-罗马书-8-1-4-12-17被圣灵收养,same,src/content/posts/2026-04-12-罗马书-8-1-4-12-17｜被圣灵收养.md,https://ronniecross.com/posts/2026-04-12-罗马书-8-1-4-12-17被圣灵收养/,罗马书 8:1-4;12-17｜被圣灵收养,罗马书 8:1-4;12-17｜被圣灵收养,2026-04-12,2026-04-12,教会讲道,教会讲道,罗马书 8:1-4;12-17,罗马书 8:1-4;12-17,20260412-中文P 罗马书 8:1-4；12-17 —— 被圣灵收养 大家早安！今天我们继续《罗马书》的系列，进入第8章，这是圣经中最令人惊叹的章节之一。,20260412-中文P 罗马书 8:1-4；12-17 —— 被圣灵收养 大家早安！今天我们继续《罗马书》的系列，进入第8章，这是圣经中最令人惊叹的章节之一。,4656,4656,
2026-04-19-罗马书-8-18-28在苦难中的盼望,2026-04-19-罗马书-8-18-28｜在苦难中的盼望,2026-04-19-罗马书-8-18-28在苦难中的盼望,same,src/content/posts/2026-04-19-罗马书-8-18-28｜在苦难中的盼望.md,https://ronniecross.com/posts/2026-04-19-罗马书-8-18-28在苦难中的盼望/,罗马书 8:18-28｜在苦难中的盼望,罗马书 8:18-28｜在苦难中的盼望,2026-04-19,2026-04-19,教会讲道,教会讲道,罗马书 8:18-28,罗马书 8:18-28,20260419-中文P 罗马书 8:18–28 在苦难中的盼望 大家早上好！今天我们继续查考罗马书第8章。罗马书第8章非常精彩，我们为这一章一共安排了三次讲道,20260419-中文P 罗马书 8:18–28 在苦难中的盼望 大家早上好！今天我们继续查考罗马书第8章。罗马书第8章非常精彩，我们为这一章一共安排了三次讲道,4670,4670,
2026-04-26-罗马书-8-31-39那位不可忘记的神,2026-04-26-罗马书-8-31-39｜那位不可忘记的神,2026-04-26-罗马书-8-31-39那位不可忘记的神,same,src/content/posts/2026-04-26-罗马书-8-31-39｜那位不可忘记的神.md,https://ronniecross.com/posts/2026-04-26-罗马书-8-31-39那位不可忘记的神/,罗马书 8:31-39｜那位不可忘记的神,罗马书 8:31-39｜那位不可忘记的神,2026-04-26,2026-04-26,教会讲道,教会讲道,罗马书 8:31-39,罗马书 8:31-39,20260426-中文P 罗马书 8:31-39 —— 那位不可忘记的神 大家早上好。今天我们要完成《罗马书》前半部分的学习，把目光放在第8章的高潮。在第1到第,20260426-中文P 罗马书 8:31-39 —— 那位不可忘记的神 大家早上好。今天我们要完成《罗马书》前半部分的学习，把目光放在第8章的高潮。在第1到第,5020,5020,
2026-05-03-罗马书-9-14-24陶匠与泥土,2026-05-03-罗马书-9-14-24｜陶匠与泥土,2026-05-03-罗马书-9-14-24陶匠与泥土,same,src/content/posts/2026-05-03-罗马书-9-14-24｜陶匠与泥土.md,https://ronniecross.com/posts/2026-05-03-罗马书-9-14-24陶匠与泥土/,罗马书 9:14-24｜陶匠与泥土,罗马书 9:14-24｜陶匠与泥土,2026-05-03,2026-05-03,教会讲道,教会讲道,罗马书 9:14-24,罗马书 9:14-24,20260503-中文P 罗马书 9:14-24 —— 陶匠与泥土 大家早上好！今天我们要进入《罗马书》的后半部分，从第九章开始。 过去这段时间，我们一路走过“,20260503-中文P 罗马书 9:14-24 —— 陶匠与泥土 大家早上好！今天我们要进入《罗马书》的后半部分，从第九章开始。 过去这段时间，我们一路走过“,6202,6202,
2026-05-10-罗马书-9-30-10-21经文讲解,2026-05-10-罗马书-9-30-10-21｜经文讲解,2026-05-10-罗马书-9-30-10-21经文讲解,same,src/content/posts/2026-05-10-罗马书-9-30-10-21｜经文讲解.md,https://ronniecross.com/posts/2026-05-10-罗马书-9-30-10-21经文讲解/,罗马书 9:30-10:21｜经文讲解,罗马书 9:30-10:21｜经文讲解,2026-05-10,2026-05-10,教会讲道,教会讲道,罗马书 9:30-10:21,罗马书 9:30-10:21,20260510-中文A 大家早上好！让我们一起打开圣经。 我叫Akira，今天Patrick会为我做翻译。谢谢你的帮助。 目前，我们教会正在查考《罗马书》。到,20260510-中文A 大家早上好！让我们一起打开圣经。 我叫Akira，今天Patrick会为我做翻译。谢谢你的帮助。 目前，我们教会正在查考《罗马书》。到,6025,6025,
2026-05-17-罗马书-11恩典拣选,2026-05-17-罗马书-11｜恩典拣选,2026-05-17-罗马书-11恩典拣选,same,src/content/posts/2026-05-17-罗马书-11｜恩典拣选.md,https://ronniecross.com/posts/2026-05-17-罗马书-11恩典拣选/,罗马书 11｜恩典拣选,罗马书 11｜恩典拣选,2026-05-17,2026-05-17,教会讲道,教会讲道,罗马书 11,罗马书 11,罗马书 11章：恩典拣选 日期：2026年5月17日 讲员：Patrick 大家早上好！今天我们继续罗马书系列，来到第 11 章。[幻灯片：庭院/花园] 这是保,罗马书 11章：恩典拣选 日期：2026年5月17日 讲员：Patrick 大家早上好！今天我们继续罗马书系列，来到第 11 章。[幻灯片：庭院/花园] 这是保,5662,5662,
2026-05-24-罗马书-12-1-8活出福音,2026-05-24-罗马书-12-1-8｜活出福音,2026-05-24-罗马书-12-1-8活出福音,same,src/content/posts/2026-05-24-罗马书-12-1-8｜活出福音.md,https://ronniecross.com/posts/2026-05-24-罗马书-12-1-8活出福音/,罗马书 12:1-8｜活出福音,罗马书 12:1-8｜活出福音,2026-05-24,2026-05-24,教会讲道,教会讲道,罗马书 12:1-8,罗马书 12:1-8,罗马书 12:1-8：活出福音 日期：2026年5月24日 讲员：Patrick 大家早上好！我们继续罗马书系列。今天我们进入罗马书最后一个部分，第 12-16,罗马书 12:1-8：活出福音 日期：2026年5月24日 讲员：Patrick 大家早上好！我们继续罗马书系列。今天我们进入罗马书最后一个部分，第 12-16,5722,5722,
2026-05-31-罗马书-12-9-21真诚的爱,2026-05-31-罗马书-12-9-21｜真诚的爱,2026-05-31-罗马书-12-9-21真诚的爱,same,src/content/posts/2026-05-31-罗马书-12-9-21｜真诚的爱.md,https://ronniecross.com/posts/2026-05-31-罗马书-12-9-21真诚的爱/,罗马书 12:9-21｜真诚的爱,罗马书 12:9-21｜真诚的爱,2026-05-31,2026-05-31,教会讲道,教会讲道,罗马书 12:9-21,罗马书 12:9-21,罗马书 12:9-21：真诚的爱 日期：2026年5月31日 讲员：Patrick 大家早上好！今天我们在罗马书系列中来看第 12 章的第二部分。[幻灯片] 提,罗马书 12:9-21：真诚的爱 日期：2026年5月31日 讲员：Patrick 大家早上好！今天我们在罗马书系列中来看第 12 章的第二部分。[幻灯片] 提,4709,4709,
2026-06-05-箴言-30-1-9-不贫穷也不富足-亚古珥关于知足的祷告,2026-06-05-箴言-30-1-9-不贫穷也不富足-亚古珥关于知足的祷告,2026-06-05-箴言-30-1-9-不贫穷也不富足-亚古珥关于知足的祷告,same,src/content/posts/2026-06-05-箴言-30-1-9-不贫穷也不富足-亚古珥关于知足的祷告.md,https://ronniecross.com/posts/2026-06-05-箴言-30-1-9-不贫穷也不富足-亚古珥关于知足的祷告/,箴言 30:1-9｜不贫穷也不富足：亚古珥关于知足的祷告,箴言 30:1-9｜不贫穷也不富足：亚古珥关于知足的祷告,2026-06-05,2026-06-05,灵命成长,灵命成长,箴言 30:1-9,箴言 30:1-9,"不贫穷也不富足 箴言第三十章1-9节 箴言第三十章有一个叫亚古珥的人,他向神求的两件事,其中一件是这样说的:使我也不贫穷,也不富足,赐给我需用的饮食。如果上帝站在你面前,说你可以向","不贫穷也不富足 箴言第三十章1-9节 箴言第三十章有一个叫亚古珥的人,他向神求的两件事,其中一件是这样说的:使我也不贫穷,也不富足,赐给我需用的饮食。如果上帝站在你面前,说你可以向",10341,10341,
2026-06-07-罗马书-13-1-14社会中的福音,2026-06-07-罗马书-13-1-14｜社会中的福音,2026-06-07-罗马书-13-1-14社会中的福音,same,src/content/posts/2026-06-07-罗马书-13-1-14｜社会中的福音.md,https://ronniecross.com/posts/2026-06-07-罗马书-13-1-14社会中的福音/,罗马书 13:1-14｜社会中的福音,罗马书 13:1-14｜社会中的福音,2026-06-07,2026-06-07,教会讲道,教会讲道,罗马书 13:1-14,罗马书 13:1-14,罗马书 13:1-14：社会中的福音 日期：2026年6月7日 讲员：Patrick 大家早上好！今天我们继续罗马书系列，来看第 13 章。提醒一下，罗马书第 ,罗马书 13:1-14：社会中的福音 日期：2026年6月7日 讲员：Patrick 大家早上好！今天我们继续罗马书系列，来看第 13 章。提醒一下，罗马书第 ,4693,4693,
2026-06-11-以弗所书-6-11-魔鬼的诡计-如何识别并抵挡属灵欺骗,2026-06-11-以弗所书-6-11-魔鬼的诡计-如何识别并抵挡属灵欺骗,2026-06-11-以弗所书-6-11-魔鬼的诡计-如何识别并抵挡属灵欺骗,same,src/content/posts/2026-06-11-以弗所书-6-11-魔鬼的诡计-如何识别并抵挡属灵欺骗.md,https://ronniecross.com/posts/2026-06-11-以弗所书-6-11-魔鬼的诡计-如何识别并抵挡属灵欺骗/,以弗所书 6:11｜魔鬼的诡计：如何识别并抵挡属灵欺骗,以弗所书 6:11｜魔鬼的诡计：如何识别并抵挡属灵欺骗,2026-06-11,2026-06-11,灵命成长,灵命成长,以弗所书 6:10-18,以弗所书 6:10-18,魔鬼的诡计包括欺骗、试探、控告和制造混乱。信徒不必恐惧，也不应过度关注敌人，而要顺服神、持守真理、穿戴全副军装并恒切祷告。,魔鬼的诡计包括欺骗、试探、控告和制造混乱。信徒不必恐惧，也不应过度关注敌人，而要顺服神、持守真理、穿戴全副军装并恒切祷告。,2336,2336,
